CMI;renda
10.47120419;164.07
10.26694045;271.25
12.57861635;248.64
12.55193141;316.84
6.289308176;304.14
17.75147929;271.99
15.15807709;324.59
16.80672269;284.97
10.30927835;335.44
17.24137931;253.28
8.695652174;257.69
6.920415225;370.52
39.87730061;206.6
6.932409012;216.25
17.61252446;237.04
11.76470588;233.72
12.22493888;208.99
13.55421687;318.76
12.34567901;221.09
7.380073801;238.8
0;221.9
17.46724891;300.72
14.38848921;230.31
8.787346221;367.29
13.72212693;195.93
5.037783375;259.18
23.52941176;261.83
14.01988274;255.96
18.75732708;212.63
12.36093943;326.9
14.77832512;277.35
33.75527426;233.07
4.166666667;265.71
10.86956522;218.91
8.522727273;245.69
9.157509158;207.86
10.34320639;308.93
16.08579088;325.74
11.23595506;218.02
18.86792453;435.22
23.17880795;336.03
5.494505495;190.69
21.10091743;264.55
18.90359168;256.72
21.32701422;265.43
8.064516129;268.85
14.01050788;290.15
15.29051988;352.95
14.17322835;231.02
30.48780488;375.21
7.272727273;225.95
15.15151515;270.46
13.98401826;376.6
19.40820872;378.68
15.24390244;228.6
17.0990566;279.24
17.56311745;189.69
24.51433858;234.76
11.9047619;271.87
17.09963828;257.08
21.25984252;252.59
9.334889148;282.41
11.87335092;246.68
15.56886228;230.93
21.97422918;314.53
17.38821859;446.09
13.81509033;251.54
18.89723013;238.12
10.11378003;224.72
17.28276524;347.18
16.16978272;366.02
24.47869447;219.54
15.6447136;343.39
23.96006656;232.17
19.29969672;299.93
12.6002291;240.38
16.9857937;250.49
14.38053097;226.01
12.57861635;261.9
14.54545455;289.19
10.93439364;244.81
21.86840591;172.04
12.26044519;441.95
14.16724257;290.45
12.79317697;297.29
20.19785655;175.46
14.37908497;213.95
26.88172043;271.82
13.38568624;446
20.28218695;283.94
13.24503311;273.19
16.03420631;228.1
21.03365385;214.37
20.12491325;227.07
25.0728863;167.93
14.86712507;388.37
13.73311123;540.9
17.11026616;199.58
15.41489013;282.32
14.17004049;267.55
18.7007874;228.58
12.04013378;338.1
19.93166287;287.55
18.38529177;243.11
8.189262966;223.48
8;245.83
17.12145532;327.09
18.454039;342.86
17.78656126;255.97
15.14871605;314.35
19.19720768;233.2
12.88343558;285.16
19.04761905;1024.28
19.40639269;307.35
17.06700379;224.26
21.10157368;307.25
13.87406617;278.56
14.83050847;219.6
17.06569464;480.22
10.65891473;274.81
14.46213845;350.73
19.78417266;231.61
12.2688478;392.96
16.73173452;197.33
27.4024024;215.05
17.11026616;237.14
14.01098901;370.54
15.90909091;291.73
24.79815456;179.99
3.194888179;286.41
12.55605381;346.14
21.05604146;230.51
29.01785714;268.68
14.29809359;214.42
14.89505755;386.44
12.25740552;253.69
12.0593692;326.28
11.027278;297.51
15.11715797;245.7
15.35445213;566.17
23.15789474;237.7
14.3472023;238.22
20.39151713;331.75
14.29275505;265.82
18.99196494;253.43
17.85714286;226.64
18.11594203;258.83
23.39181287;203.68
8.368200837;268.31
14.39920556;246.69
16.17507136;220.39
17.77362021;247.31
14.19110691;292.9
12.10653753;328.72
12.70983213;383.29
12.09889532;275.13
14.70588235;220.75
23.92065344;154.19
17.65225066;228.97
24.08026756;185.93
13.34729129;331.35
15.61802767;339.89
13.6609304;621.73
10.68090788;232.58
16.31701632;219.76
20.0165426;284.85
15.25885559;292.93
14.83679525;241.51
18.57282502;230.71
14.97797357;209.82
13.18458418;250.69
12.92743953;253.6
16.70806051;346.79
14.10823331;507.98
20.98635887;239.27
17.42878561;321.35
18.87316125;333.69
18.25108853;584.31
13.11806256;226.73
6.874669487;293.3
16.27670397;276.76
16.08579088;213
12;214.69
12.72273763;1109.01
15.81595974;304.05
12.65432099;313.17
19.53311101;260.84
9.722222222;291.79
8.869179601;194.79
20.62235316;437.08
22.87348106;253.14
16.49746193;260.24
23.50698856;205.6
23.40234023;254.28
20;492.61
16.9628433;173.89
20.75289575;264.56
18.5546875;277.85
15.20912548;223.97
13.94169835;165.84
11.81862036;313.78
19.78417266;294.93
15.65120179;259.98
16.53868872;238.28
16.35372502;294.51
20.39302929;271.08
15.2972028;332.77
13.37971635;355.18
21.24645892;254.55
19.27320877;401.48
14.4200627;231.57
18.63600317;327.11
17.43394171;266.97
20.67183463;200.26
13.40996169;236.21
13.16670386;362.17
13.4529148;268.88
14.39645626;218.74
25.02910361;203.46
11.24744376;283.96
9.350393701;418.64
21.06969206;223.79
29.93197279;235.5
11.8466899;310.69
15.13655808;448.52
9.743135518;262.62
22.49022164;333.14
11.76470588;385.55
22.91978077;168.82
23.88059701;357.83
26.02739726;272.4
17.6056338;257.07
9.88700565;218.89
19.48051948;335.84
17.88170564;234.24
11.33116563;389.18
17.36972705;237.27
23.13071544;210.89
16.49484536;236.86
16.51004621;411.55
15.13647643;230.76
14.8409894;235.97
8.462623413;419.63
21.19460501;263.7
2.481389578;306.66
16.39344262;184.58
14.28571429;253.04
24.29543246;214.53
18.76955162;257.03
20.82300446;218.17
11.34215501;241.48
21.8047635;202.89
14.19213974;177.37
25.58139535;182.07
17.46724891;246.99
23.59550562;196.83
7.824726135;218.26
10.03344482;201.97
21.02272727;236.92
16.87763713;293.98
18.24590504;306.1
18.51851852;193.89
20.42132416;323.91
21.07728337;188.89
20.0927357;194.71
17.5257732;190.47
15.45253863;240.72
14.70588235;210.32
17.4438108;174.57
16.74808095;190.82
16.86746988;238.75
17.31399158;249.21
19.44444444;177.26
10.3626943;229.8
14.49275362;217.52
14.1025641;259.18
21.81208054;216.88
13.80042463;195.83
21.46464646;184.4
11.53846154;281.79
20.38682697;298.53
15.85288523;223.18
16.04584527;225.86
16.51639981;773.26
25.26847757;267.72
21.52499088;251.04
27.83964365;228.15
16.58255227;415.94
22.17936355;292.46
25.21008403;228.61
22.1402214;185.12
17.5664096;216.1
17.4563591;248.03
19.60784314;227.33
27.23146747;176.01
21.04097453;230.14
24.48979592;234.6
15.41521631;270.05
19.65601966;206.71
6.726457399;150.58
15.53829079;193.31
15.96806387;225.24
12.44813278;178.97
14.82047364;385.01
17.39886907;220.9
32.63157895;210.07
17.94616152;322.47
12.82051282;190.71
14.70588235;245.82
13.27668614;328.36
17.56668835;220.91
14.5631068;282.27
27.52293578;291.68
17.93721973;254.98
19.39487975;160.42
12.76935355;251.38
14.63414634;232.55
17.08898055;189.13
13.69863014;221.24
16.83003514;358.04
17.19197708;198.27
13.93728223;290.94
20.41274114;288.98
10.30927835;185.7
18.65671642;213.32
20.31176193;280.89
16.61962998;187.57
20.35236938;242.58
12.67860737;345.09
9.560229446;235.11
18.5607294;223.22
9.756097561;368.62
23.86634845;156.77
21.55172414;214.11
13.62229102;213.58
15.73604061;240.71
19.3143409;176.7
16.18384852;298.45
12.0950324;240.44
20.6185567;274.02
11.18421053;269.57
16.24284939;1022.07
12.46105919;242.23
14.78494624;292.52
14.2923006;397.3
16.24815362;294.25
20.92050209;194.86
16.62049861;389.86
17.72151899;247.57
16.87065829;259.97
23.0045312;309.91
14.80165779;290.02
15.95358956;377.89
18.22916667;346.7
19.44792974;228.22
15.56420233;282.36
15;275.96
14.65070574;385.38
9.111617312;232.12
15.12605042;379.95
26.08695652;225.64
24.63054187;342.66
19.5599022;247.13
20.4865557;185.63
13.79310345;219.1
15.29093369;433.11
18.45342707;249.38
14.54545455;273.39
15.39538139;230.94
13.66906475;287.84
21.18644068;244.4
15.46029515;357.94
17.57322176;275.29
22.44897959;281.47
17.44186047;258.83
15.60874089;307.48
13.01005322;302.76
9.009009009;324.71
16.82692308;213.62
21.39037433;284.12
17.25377426;277.28
13.79310345;262.71
16.53196179;310.09
17.507724;287.16
15.31728665;257.96
16.58001967;358.22
15.29636711;190.68
0;331.92
15.92356688;271.83
14.37371663;292.99
14.2118863;254.06
23.09384164;197.86
14.55696203;261.68
20.90592334;219.28
16.82905226;390.62
13.15789474;207.85
17.67955801;309.68
17.97945205;352.34
11.24859393;332.76
10.22644266;310.24
7.976794779;192.48
15.33219761;230.25
29.31596091;205.47
15.90457256;349.94
19.28978518;381.89
13.1061599;279.74
26.08695652;264.05
30.92783505;279.22
15.31339031;290.16
15.38461538;264.01
4.06504065;256.72
16.69359181;343.61
13.34604385;202.09
14.57725948;268.46
22.98850575;282.2
24.08111534;214.86
24.32885906;251.46
15.81027668;206.69
21.41327623;212.96
18.48998459;258.28
10;283.25
15.96569656;535
19.08866995;351.75
20.93023256;260.79
19.35483871;362
21.54921374;350.28
17.95918367;178.5
22.79635258;243.51
14.28571429;224.89
27.89256198;300.44
14.09774436;249.62
14.62522852;266.07
16.06922126;265.65
12.35839341;232.56
7.012622721;292.89
14.18439716;194.73
5.747126437;247.37
17.67955801;316.35
17.56311745;222.69
19.82210928;213.85
11.82432432;267.91
24.03204272;252.87
16.69449082;275.03
24.26343154;249.13
7.023705004;232.3
14.781966;236.73
16.52892562;221.44
21.64300675;177.95
18.52861035;266.34
22.88557214;258.55
15.59251559;290.14
9.478672986;281.03
14.64467396;594.07
20.87912088;246.6
17.22488038;279.28
25.11415525;284.73
13.64113326;277.8
14.02278703;260.64
16.69316375;205.97
17.80104712;219.12
18.04604854;191.17
23.20230105;359.93
14.9068323;220.22
10.55099648;255.16
18.08590806;244.53
24.51333814;264.54
22.00825309;227.75
16.62049861;247.93
15.625;218.47
15.52795031;243.98
19.4832698;398.87
22.57636122;299.28
22.28047182;173.63
10.89324619;286.15
16.61392405;207.62
13.94052045;356
11.79071481;381.07
11.77730193;218.74
17.96407186;220.35
18.38134431;401.9
17.83517835;246.37
19.2139738;323.16
15.67398119;205.27
21.4693056;335.52
17.2380399;527.75
22.03757225;260.17
13.17318869;198.07
10.6624716;264.91
10.40312094;211.8
18.3531746;248.69
15.25224873;316.2
16.57458564;250.09
19.21132457;437.17
19.58224543;288.99
24.52182442;262.48
18.36158192;210.4
12.864494;244.6
21.58273381;291.82
12.52609603;371.99
21.34646962;275.25
17.50972763;366.78
12.80227596;195.99
14.31411531;205.18
16.49484536;285.91
15.49529607;303.96
18.72659176;242.36
17.55379388;458.94
18.97533207;231.3
20.78853047;228.23
23.25581395;244.52
19.32606541;308.76
13.77410468;293.97
24.9543518;337.37
12.88855193;252.8
15.38461538;339.32
13.78579003;280.52
13.50009927;302.28
15.60348784;398.26
15.64185545;240.91
23.66863905;257.34
28.1124498;288.39
14.94252874;253.88
24.09638554;260.39
3.177966102;232.1
22.07505519;236.05
21.23142251;280.83
7.559395248;231.54
5.479452055;257.25
20.6043956;221.68
18.74310915;235.16
15.81763201;462.99
16.86469912;231.1
15.69506726;197.92
15.72160396;431.04
25.48725637;240.4
19.45525292;321.67
16.39344262;310.46
22.40896359;211.07
14.02337229;313.99
24.53756134;299.75
15.80838323;265.79
18.74738165;563.87
14.81481481;248.44
11.71875;205.01
15.85201891;646.63
13.31360947;242.98
9.389671362;324.23
18.51851852;235.58
12.6641651;274.58
18.85369532;435.91
23.62204724;267.22
11.3960114;204.85
19.82553529;259.05
23.04147465;230.28
13.22199026;318.38
10.35196687;240.57
15.77232985;487.92
21.51198525;254.97
9.102730819;236.45
21.97288453;297.68
23.77414562;346.05
23.71541502;333.95
26.66666667;295.76
18.19923372;300.54
13.78254211;285.56
24.17302799;246.39
12.38390093;187.8
18.16570669;259.36
23.48336595;426.29
16.01708489;274.11
12.24944321;240.52
8.435582822;247.44
22.84946237;330.88
14.70588235;293.91
20.47082907;295.31
16.70146138;261.81
16.62198391;251.12
22.63704116;571.51
20.87147565;251.95
10.70038911;182.34
20.9830411;556.17
16.38297872;264.97
10.61946903;253.1
16.79104478;233.04
18.05555556;232.57
27.95031056;241.06
12.56913022;301.54
16.83559526;478.42
19.39058172;347.91
20.44907779;416.68
24.07695065;585.24
22.3495702;318.63
14.74926254;221.97
18.43317972;228.82
15.06591337;257.36
24.20856611;330.2
13.71308017;244.59
39.44315545;274.63
26.81291895;349.99
15.95831298;421.76
23.5131397;317.47
27.90432802;307.25
15.53398058;279.17
12.17656012;381.9
27.65647744;404.91
24.12868633;273.13
13.02931596;266.35
21.85510239;497.69
18.09954751;182.98
14.28571429;218.19
12.04819277;219.9
12.62825572;344.15
17.59259259;237.46
18.27040195;303.4
13.77322229;203.35
23.90180879;317.27
21.75664786;265.23
18.54091092;331.18
13.86962552;246.35
9.433962264;275.18
14.22475107;280.88
22.57024413;402.96
15.84673605;292.29
14.01050788;427.92
8.976660682;244.36
17.87994891;186.16
20.0617284;463.19
17.12089448;260.71
18.60465116;252.1
16.18122977;260.6
16.17507136;275.85
18.6835443;456.91
20.5655527;179.62
14.58333333;233.64
24.3902439;279.98
20.11494253;332.66
0;283.79
23.54570637;221.57
12.28070175;238.16
11.67315175;447.05
0;205.28
14.28571429;233.3
4.504504505;179.67
19.87353207;241.72
15.00550661;998.63
15.13240858;359.51
10.24327785;296.16
18.40916985;302.93
14.47090745;847.87
15.625;183.18
31.34556575;345.26
19.66873706;249.16
22.37521515;234.7
13.30671989;476.61
32.0855615;267.31
17.0015456;298.98
16.54846336;283.19
21.35493373;217.3
13.23251418;240.76
13.12089972;221.01
13.43570058;173.65
17.92504074;286.65
11.66781057;293.43
22.77039848;429.96
30.08423586;190.51
17.61744966;251.72
15.73753001;423.79
17.93721973;222.18
17.30310263;379.63
16.29696695;276.36
17.03940362;308.73
8.108108108;190.43
17.76198934;208.1
20.56737589;195.67
26.2295082;215.54
22.04724409;246.77
14.68428781;328.47
19.56745623;309.97
16.9674118;524.15
32.34501348;199.13
13.31719128;341.84
14.73684211;292.31
21.4205186;164.4
18.00787845;388.56
16.14035088;371.14
17.04545455;408.25
12.86173633;200.94
16.77852349;186.38
21.25603865;244.81
12.59445844;282.77
14.25178147;377.42
16.2601626;185.26
8.833922261;220.57
13.03911735;238.53
18.75183123;464.88
20.6185567;249.57
15.33742331;192.76
18.02757158;208.28
19.76573939;214.82
14.65201465;278.64
12.4264225;236.21
25.28901734;257.67
13.9275766;344.4
20.04811548;337.63
19.19934641;198.58
11.94184839;270.43
23.9390642;273.8
19.65293749;531.71
22.8050171;254.48
8.086253369;219.84
19.41747573;167.04
15.73033708;225.92
10.2145046;193.09
15.2284264;267.49
9.280742459;204.17
17.35357918;271.45
25.19685039;235.01
17.33102253;236.01
16.10738255;263.01
22.64808362;279.2
24.5398773;253.33
18.48166051;286.06
14.49763992;411.56
16;223.48
14.13427562;515.25
16.35220126;319.92
12.77013752;367.59
17.21014493;264.5
24.63768116;209.77
14.4320298;268.36
15.97261837;239.88
17.1858217;226.62
18.8034188;234.45
10.84745763;226.04
20.86083971;269.65
15.15151515;287.47
16.40240569;207.17
17.39562624;305.39
19.30848675;275.97
6.962576153;180.61
20.65190346;314.22
17.09401709;267.26
21.05263158;289.15
17.68707483;250.83
18.15181518;267.94
20.81998719;264.32
27.39726027;255.69
22.41962775;288.41
8.483563097;282.42
16.82435567;935.66
22.40199129;245.33
22.50562641;218.84
20.10968921;380.67
17.94871795;264.76
22.88021534;273.11
11.77730193;254.1
21.20890774;261.94
14.43437395;309.25
9.309967141;299.57
18.70503597;261.4
14.21366346;262.27
14.78494624;240.32
13.82716049;377.62
11.65501166;526.09
17.20542231;344.29
16.73469388;294.68
9.433962264;332.5
15.2173913;296.39
17.74622893;329.95
17.24137931;265.64
13.136289;419.9
19.21921922;241.79
14.06593407;410.24
18.69158879;242.27
15.87301587;249.81
22.59887006;269.66
14.13665433;391.61
17.4904943;332.4
25.03576538;205.23
16.46090535;260.81
22.5921522;230.48
19.34015927;306.14
14.90066225;268.26
19.83723296;407.79
14.93139629;206.68
13.31967213;218.75
14.88616462;226.78
21.55576382;226.04
17.65182186;359.4
14.60674157;257.01
15.87618572;410.16
14.34878587;129.44
14.37125749;240.27
16.69195751;331.35
22.5782957;217.95
14.15701416;213.68
21.17647059;266.78
14.81481481;299.48
19.14893617;269.91
17.16465353;268.47
20;301.86
16.62835249;551.62
15.90909091;257.55
14.98127341;276.94
20.17291066;229.03
20.26221692;289.91
28.51885925;235.85
13.22599195;320.21
20.23121387;245.23
11.35604542;276.55
19.41209096;346.46
20.71907374;301.48
16.53803749;279.14
11.85770751;145.73
22.47873633;291.22
13.01115242;321.44
18.21192053;340.26
17.08817498;320.22
19.15945612;365.23
11.79941003;381.35
3.610108303;224.93
20.33898305;291.3
16.47785788;231.22
12.57861635;294.11
19.36426745;385.38
9.708737864;268.9
20.80521817;543.45
9.247027741;278.49
10.2145046;271.47
19.33842239;255.81
13.39285714;260.99
8.108108108;592.68
18.62828112;699.66
28.43016069;442.11
22.64150943;344.7
17.01323251;313
15.49586777;319.21
10.63829787;668.79
21.62162162;513.1
12.48266297;385.38
14.49275362;299.85
12.35370611;558.99
10.56338028;536.93
17.09401709;408.22
8.403361345;562.44
22.28163993;666.65
10.30511214;774.57
7.751937984;398.86
18.03751804;411.5
6.711409396;375.37
15.2284264;628.85
8.443908323;463.91
25.3164557;499.89
6.837606838;319.33
8.032128514;307.7
20.96177559;459.38
14.23487544;241.99
28.84615385;362.35
5.863779883;749.33
37.3280943;261.79
12.04819277;523.44
39.21568627;321.62
19.40035273;452.54
18.38235294;374.25
15.87301587;527.42
27.02702703;477.79
0;340.25
21.52721365;403.71
12.31130001;791.26
12.82051282;407.45
14.61377871;327.29
11.82432432;531.21
8.695652174;693.89
19.37984496;590.21
13.45873196;869.1
14.31492843;574.03
11.80208806;683.9
14.22319475;619.45
0;440.31
2.994011976;247.53
15.98579041;346.46
13.83125864;554.64
16.96969697;314.64
16.44736842;381.71
11.76470588;488.53
9.411764706;455.69
12.48884924;769.66
21.09704641;300.79
27.21088435;553.97
12.4501992;538.73
36.36363636;348.38
19.23597941;830.27
10.06711409;354.36
8.683068017;528.26
15.50387597;432.73
28.40909091;452.26
11.04923032;1455.52
12.44343891;444.61
11.82033097;518.49
21.47239264;293.33
54.21686747;285.7
12.53918495;253.75
11.27441111;646.15
39.77272727;336.18
11.99040767;707.52
9.708737864;565.37
12.63399694;593.21
20.68965517;476.18
16.02564103;446.97
13.94083645;795.37
16.57458564;453.98
9.852216749;604.08
21.08433735;468.18
15.57285873;357.24
3.752345216;434.73
20.26342452;545.76
8.230452675;509.04
5.882352941;469.6
29.6875;195
15.12096774;630.81
11.66180758;622.31
15.46391753;228.92
10.93892434;441.51
12.97122011;357.94
23.80952381;297.22
11.71875;409.4
19.45525292;608.58
13.32698715;853.61
8.316008316;481.21
21.8579235;451.8
3.861003861;317.28
16.14699332;498.89
21.6733871;332.08
5.602240896;415.05
8.547008547;557.07
10.3626943;579.96
17.98561151;504.93
12.7388535;604
15.98579041;523.32
12.89134438;580.71
22.65372168;401.46
13.51351351;331.74
21.38157895;619.29
30.76923077;421.94
18.15181518;639.06
13.7283237;705.81
16.78321678;583.54
4.366812227;347.27
13.27885598;674.14
19.55555556;663.98
13.74885426;634.98
12.29508197;243.5
13.07189542;642.61
16.77852349;471.38
9.237875289;763.84
16.69941061;583.11
13.03317536;497.03
26.71755725;439.45
12.51738526;705.9
3.246753247;460.11
6.861063465;618.98
9.900990099;320.68
8.982035928;356.3
17.69911504;337.67
14.31492843;425.57
26.08695652;539.88
14.81481481;493.86
11.24744376;827.51
14.83679525;389.88
10.31991744;276.6
2.680965147;648.2
18.92744479;344.55
17.38609113;241.36
17.64705882;315.33
22.67739576;483.02
19.34874941;613.8
19.17808219;593.88
19.23076923;366.96
21.44772118;493.43
24.23768569;420.41
10.58201058;403.35
23.7037037;522.9
10.18329939;545.43
10.80432173;505.93
16.22874807;587.75
11.56069364;649.61
8.442776735;682.24
6.211180124;595.74
9.727626459;751.66
13.82488479;562.76
0;578.09
19.04761905;505.66
10.75268817;338.59
8.26446281;761.63
9.00090009;709.54
20.7253886;507.7
14.11026914;681.36
12.46105919;497.82
14.42307692;309.8
22.69503546;216.35
8.426966292;262.36
14.17322835;932.16
30.3030303;419.02
15.9453303;483.18
2.702702703;455.36
8.928571429;447.84
17.04545455;408.4
15.13240858;278.77
18.05054152;276.67
13.15789474;798.99
15.72327044;315.65
17.69911504;562.66
5.025125628;334.7
15.99086236;621.01
13.02083333;449.21
25.35657686;311.51
0;628.44
13.47708895;270.93
8.23723229;575.15
14.92537313;430.67
14.73684211;754.23
15.29051988;494.77
12.46105919;380.93
14.44043321;574.86
15.33018868;525.13
14.53957997;504.06
18.43317972;242.78
14.85148515;645.73
13.97205589;546.05
11.31221719;744.94
22.05882353;261.97
11.42857143;675.24
15.9227683;773.84
11.88811189;428.95
12.19512195;389.64
11.35675715;793.96
16.59751037;494.34
16.69758813;285.6
10.78167116;438.05
19.51219512;464.01
22.29965157;486.56
13.33333333;345.59
14.83479434;746.31
12.39157373;661.02
15.20912548;288.76
14.38848921;522.3
30.45685279;494.31
0;553.95
17.54385965;494.52
17.24137931;474.07
17.54385965;320.61
20.13422819;324.84
22.27722772;289.91
16.12903226;771.98
22.26720648;192.45
26.86567164;453.81
13.08411215;436.69
11.15241636;459.36
15.03759398;708.96
12.23581758;516.3
12.38390093;364.56
19.64285714;265.95
14.52583524;570.99
7.915567282;312.44
16.31701632;453.98
7.936507937;628.26
11.5942029;499.41
8.547008547;431.39
5.917159763;342.93
11.9760479;372.6
17.21487857;589.51
0;286.68
14.4092219;457.74
20.40816327;439.61
23.1092437;409.05
16.77852349;370.44
9.615384615;333.76
12.00340742;853.21
24.3902439;328.34
13.44086022;481.63
16.66666667;286.77
0;388.46
22.66288952;481.43
25.73529412;341.01
19.08396947;484.83
19.86754967;370.17
13.65187713;558.91
15.06591337;518.52
6.920415225;352.92
18.41359773;657.77
8.403361345;361.54
0;458.8
32.60869565;632.65
22.85714286;389.03
16.05651895;560.08
12.39669421;398.75
12.07243461;329.44
29.15451895;363.51
17.96407186;516.96
10.5605199;426.54
9.20568122;444.28
20.57356608;491.22
13.38688086;295.95
8.771929825;485.15
14.7299509;542.93
12.26993865;693.21
0;536.37
11.76470588;590.78
3.436426117;463.46
22.02643172;389.03
10.86956522;740.29
19.8019802;608.08
33.33333333;542.84
11.36363636;272.17
5.319148936;320.73
32.25806452;282.96
19.55671447;452.27
12.04819277;346.09
26.81992337;387.6
22.28047182;294.18
11.11111111;739.37
7.606628634;728.88
7.722007722;360.76
9.478672986;552.83
12.65822785;449.27
9.677419355;283.13
27.43902439;325.45
18.72659176;340.55
21.62162162;295.06
23.4741784;272.67
26.15384615;382.28
21.55172414;198.88
8.51970181;584.45
6.024096386;252.75
14.55301455;239.33
11.42204455;739.97
15.56420233;354.11
17.58241758;426.54
3.076923077;257.13
12.42236025;289.45
13.69863014;369.23
0;555.56
23.92344498;514.99
14.70588235;254.96
19.53125;378.19
13.53456147;656.2
16.46090535;290.42
0;542.89
15.05585236;549.03
13.23529412;481.45
20.24291498;370.45
11.79941003;296.98
21.79598954;587.57
14.44043321;564.86
9.852216749;455.85
29.41176471;655.37
10.90792429;732.87
31.57894737;507.43
20;546.11
14.21800948;466.8
4.405286344;578.36
16.90140845;469.84
18.83830455;417.16
28.75399361;341.62
19.04090268;649.46
25.25252525;257.62
17.94871795;216.54
15.83113456;606.27
11.07990012;503.42
12.42236025;476.31
6.493506494;426.37
22.79635258;275.52
10.67615658;552.85
7.352941176;542.94
7.8125;600.54
17.63224181;489.79
4.172461752;494.3
7.109004739;276.99
2.923976608;562.9
14.52784504;286.72
16.12903226;493.58
49.38271605;592.42
15.31728665;423.92
21.14803625;473.4
14.74926254;384.3
7.220216606;399.48
17.21170396;494.21
11.97708731;840.44
0;541.01
15.50387597;715.76
17.50547046;641.72
13.39046599;734.88
11.9047619;379.86
15.13828239;774.23
11.45038168;274.9
12.54705144;316.02
8.196721311;606.29
14.46480231;267.7
14.53298498;935.47
19.83471074;368.67
8.298755187;538
18.13471503;361.19
8.26446281;342.79
14.90066225;499.87
8.254716981;595.11
7.470651014;670.38
9.922822492;459.94
19.54397394;351.36
20.44025157;712.39
12.53616201;582.39
11.65048544;551.83
10.75268817;485.8
13.77726751;906.11
11.27596439;836.25
17.06484642;356.69
14.63414634;257.53
5.763688761;420.77
12.12121212;811.79
20.11494253;523.77
10.26272578;745.87
0;613.41
9.650180941;568.36
21.71136654;316.27
11.60092807;550.96
13.7075718;699.32
18.63354037;492.21
10.20408163;374.87
15.18987342;338.38
9.367233799;460.6
12.83503209;354.94
3.921568627;538.73
7.952286282;252.01
29.41176471;396.91
5.633802817;308.49
15.8045977;344.47
22.02643172;342.69
17.36111111;1001.78
14.17960837;370.1
13.4529148;497.88
17.49539595;276.19
21.64502165;362.74
13.53290958;712.11
12.53439315;551.23
18.34862385;433.62
20.63789869;360.95
21.36752137;323.88
3.649635036;323.21
8.955223881;228.27
23.02631579;380.93
7.826610476;501.31
15.79768967;1036.36
16.66666667;333.55
12.98701299;1120.19
16.94915254;212.24
29.69432314;224.73
8.108108108;585.17
13.13868613;701.7
32.65306122;319.31
20.71823204;520.68
15.87301587;685.48
10.16260163;527.12
11.60092807;1064.73
13.83551115;478.04
8.723235527;584.44
13.4529148;381.14
7.874015748;579.8
9.174311927;361.3
14.58644124;882.35
12.42236025;645.91
24.48979592;333.57
14.02306014;604.04
28.24858757;531.66
13.07966706;642.73
15.57632399;571.63
11.49425287;307.47
16.62707838;351.81
6.072874494;267.93
11.53846154;473.31
15.15151515;712.98
14.28571429;345.62
16.43945469;691.24
14.70588235;497.2
20.11494253;342.49
16.66666667;263.97
23.7107291;386.07
15.30311948;582.04
17.46138348;543.9
19.21989825;471.35
12.95896328;440.44
24.31610942;594.94
23.25581395;439.39
10.27970356;632.71
18.79699248;341.16
16.47785788;541.95
12.65822785;478.73
21.36752137;396.51
27.02702703;364.68
13.8121547;572.78
10.58201058;374.99
15.56420233;295.07
35.33568905;251.73
12.38390093;555.48
16.17250674;626.94
10.1744186;298.08
21.26151665;399.14
8.275862069;338.4
10.03210273;579.12
21.05263158;773.28
6.134969325;711.79
21.44970414;375.41
22.50803859;370.35
26.31578947;543.09
12.19512195;406.5
23.24380165;330.57
17.09401709;400.23
9.183673469;323.48
15.87301587;440.47
8.974358974;488.42
20.27027027;232.48
0;474.16
22.05882353;629.42
18.01801802;358.66
21.8579235;555.08
17.30418944;298.87
13.46499102;596.62
16.27218935;354.46
20.77151335;522.41
12.41424371;681.5
18.51851852;204.8
11.95952162;581.51
11.14570802;640.75
9.643201543;754.68
27.84222738;295.59
18.91252955;568.7
18.29268293;370.88
6.211180124;377.53
12.55230126;377.06
16.4919852;742.06
11.24859393;409.48
8.943089431;714.21
25;423.14
16.59891599;497.24
11.74168297;395.02
4.854368932;426.96
5.102040816;538.71
15.55555556;485.36
14.96598639;472.75
9.784735812;206.38
11.27819549;260.62
8;525.41
11.1978283;1709.89
8.928571429;354.06
7.326007326;758.94
15.09433962;301.24
6.628787879;561.75
16.75151913;647.58
24.25161046;262.68
14.10658307;266.68
15.43209877;297.25
43.47826087;417.95
12.53132832;344.49
6.993006993;453.07
10.511883;581.23
12.19512195;368.67
7.092198582;444.35
6.079027356;392.73
21.81818182;236.95
17.8500595;858.96
13.8483965;624.46
12.82051282;698.96
18.76172608;293.26
6.134969325;282.09
21.0454854;249.46
15;586.98
9.523809524;683.78
19.71830986;201.13
0;471.61
7.547169811;475.64
14.08450704;253.25
10.6075217;449.8
12.44534141;632.71
11.57364196;679.83
12.75510204;572.2
11.17798796;584.86
7.387508395;523.83
27.02702703;401.6
13.33333333;555.02
21.21212121;532.65
24.69135802;493.15
10.27984009;786.69
24.72527473;240.9
11.38703816;832.5
11.30631414;711.35
22.22222222;581.05
8.1799591;395.9
21.05263158;318.12
20.25782689;331.9
18.75;403.8
24.9755142;313.18
20.04008016;254.78
21.39037433;414.5
10.47120419;567.93
16.12903226;397.85
16.24815362;533.72
13.02460203;260.86
9.56937799;696.88
12.65495868;712.96
0;302.24
27.62430939;589.51
13.21585903;518.66
20.58319039;665.11
16.6481687;850.61
18.35853132;644.52
16.27486438;296.23
