CMI;renda
17.39130435;239.99
14.26307448;193.38
21.97802198;309.4
17.39130435;299.22
20.66115702;230.19
15.43209877;236.56
8.333333333;259.35
21.875;260.4
13.02931596;366.1
4.975124378;240.36
13.26981967;318.64
30.69053708;250.66
25.1572327;325.17
15.45018647;318.35
16.87763713;229.91
11.17318436;208
49.10714286;308.77
12.04819277;297.59
9.651162791;359.96
13.47708895;376.57
11.07325383;322.8
6.564551422;259.62
8.130081301;404.12
8.31702544;281.95
17.208413;256.38
11.47396293;298.77
9.708737864;284.36
15.625;306.66
10.81916538;266
27.100271;320.93
8.450704225;203.09
14.49275362;224.57
11.93317422;242.24
15.22359657;280.62
21.15384615;288.56
9.920634921;239.33
15.56420233;249.53
11.0619469;285.55
17.63224181;213.34
5.263157895;276.79
14.75595914;233.25
7.819287576;263.83
10.24327785;276.13
12.06896552;256.17
7.882882883;466.52
17.39130435;361.23
14.01664477;262.51
22.50803859;276.42
12.83880171;304.32
12.21995927;229.97
8.333333333;287.25
7.462686567;177.88
5.995203837;254.33
7.246376812;245.16
19.41747573;250.27
19.6969697;230.14
16.80672269;406.5
18.71657754;274.85
17.62917933;270.35
9.760425909;278.59
13.79310345;243.49
35.57312253;217.19
16.52039236;229.9
26.13636364;305.07
9.433962264;220.16
10.84990958;270.45
8.115419297;228.6
23.20185615;273.09
15.68894952;235.34
12.83950617;318.63
5.555555556;270.57
17.27447217;280.77
13.36005344;221.87
18.69158879;330.82
10.86956522;229.06
16.82847896;232.82
12.77955272;196.65
18.6440678;210.98
14.11290323;231.72
15.98173516;299.3
17.71313364;365.92
10.01669449;251.94
16.985138;237.04
20.33898305;209.01
14.66992665;268.47
12.06896552;313.36
23.58490566;299.82
6.097560976;256.69
18.20020222;263.02
15.33333333;315.57
12.65822785;283.03
10.05025126;230.36
8.7890625;284.1
6.302521008;263.97
15.80246914;256.49
18.04123711;282.05
14.64657185;958.75
21.9941349;297.16
25.53191489;246.25
15.06276151;244.61
18.91891892;179.42
12.77372263;292.83
21.92476344;507.21
11.40684411;200.53
8;260.62
22.93577982;240.78
16.44079094;616.19
21.50537634;189.95
24.4648318;295
0;208.8
19.12045889;167.49
19.33701657;248.32
15.625;367.92
12.98701299;368.03
16.8324407;281.13
23.11248074;281.8
13.65638767;307.92
12.19512195;257.44
15.38461538;284.56
9.433962264;303.92
13.11953353;215.09
11.15241636;232.17
13.22199026;282.63
7.285974499;264.95
6.976744186;213.31
16.16628176;211.27
12.65822785;361.37
13.96648045;180.02
18.46153846;243.75
3.95256917;250.99
29.88505747;257.39
15.11627907;205.71
14.03508772;259.21
7.843137255;248.27
14.56664239;316.48
17.8197065;232.41
5.319148936;399.88
13.43283582;166.5
12.84109149;418.2
15.65762004;229.71
32.55813953;283.28
10.23017903;239
17.50291715;206.73
15.81027668;278.14
12.98701299;316.72
19.72504483;345.69
12.490242;229.54
14.37125749;240.02
13.67365542;243.93
14.92537313;287.84
13.30280799;934.74
12.7388535;226.82
30.12820513;250.78
16.15798923;277.46
15.4185022;229.17
13.59516616;244.02
0;219.91
16.52892562;225.06
15.59020045;374.11
8;212.37
34.60837887;204.74
3.802281369;232.47
9.643201543;284.13
13.79310345;200.34
5.167958656;375.02
15.39250898;295.25
18.80530973;221.8
11.93633952;206.03
11.37171286;241.08
8.438818565;289.61
19.93704092;243.34
10.68090788;210.63
8.108108108;216.92
5.208333333;252.04
27.77777778;224.2
16.02564103;224.33
15.69506726;235.79
26.45502646;290.34
16.47160815;385.58
8.486562942;237.9
14.26024955;196.49
26.21722846;211.29
16.56804734;284.04
17.64705882;253.4
4.06504065;269.15
14.31127013;216.59
25.53191489;210.84
24.3902439;296.64
6.802721088;296.06
11.76470588;266.6
15.12045105;501.53
8.571428571;306.47
13.74570447;214.66
11.45038168;266.69
8.860759494;268.38
11.9266055;312.13
13.24041812;314.39
16.26898048;224.86
15.17241379;256.53
14.52784504;216.67
9.090909091;260.5
16.07501674;222.76
15.47779273;250.94
24.02402402;184.74
20.74688797;288.94
10.91901729;380.11
13.51351351;270.21
18.31501832;330.11
21.05263158;275.03
16.76154333;284.91
0;264.87
18.40490798;314.97
9.546539379;209.47
21.27659574;188.44
26.66666667;258.1
14.33691756;224.46
0;268.82
17.51592357;238.51
12.92307692;257.73
19.01140684;215.33
9.049773756;213.73
15.23809524;195.19
17.24137931;288.27
21.79836512;272.83
16.66666667;204.34
21.10552764;371.44
