DEM;41957
PC do B;19238
PCB;12443
PDT;197177
PHS;1091
PMDB;175185
PMN;5605
PP;80718
PPS;17388
PR;19404
PRB;14860
PRP;1875
PRTB;41654
PSB;275759
PSC;25594
PSDB;187987
PSDC;7239
PSL;1933
PSOL;205010
PSTU;2753
PT;116516
PT do B;21681
PTB;136700
PTC;6383
PTN;650
PV;17738
