DEM;253062
PC do B;821710
PCB;6429
PDT;278985
PHS;24502
PMDB;1657621
PMN;1136999
PP;389053
PPS;177415
PR;580922
PRB;3074
PRP;97972
PRTB;39852
PSB;114827
PSC;199501
PSDB;692933
PSDC;7555
PSL;50069
PSOL;9234
PSTU;8742
PT;401206
PT do B;11609
PTB;133774
PTC;15583
PTN;124817
PV;28207
