DEM;692934
PC do B;89659
PCB;9730
PDT;3179829
PHS;119150
PMDB;4683205
PMN;102843
PP;2816797
PPS;699055
PR;279264
PRB;126528
PRP;24525
PRTB;19320
PSB;599658
PSC;992786
PSDB;6930105
PSDC;26606
PSL;98367
PSOL;79667
PSTU;16847
PT;4355273
PT do B;9186
PTB;324033
PTC;48340
PTN;27110
PV;713286
