DEM;292690
PC do B;25698
PDT;787361
PHS;31721
PMDB;1095994
PMN;10079
PP;584842
PPS;101301
PR;1669500
PRB;23775
PRP;7225
PRTB;2559
PSB;629916
PSC;2877
PSDB;857018
PSDC;4122
PSL;7356
PSOL;105949
PT;809547
PT do B;4313
PTB;79041
PTC;9378
PTN;10362
PV;51650
