DEM;328941
PC do B;2240152
PCB;2503
PDT;1223714
PHS;767
PMDB;5564768
PMN;41191
PP;4887616
PPS;177430
PR;35257
PRB;138201
PRP;23404
PSB;609924
PSC;83949
PSDB;1987253
PSDC;1134
PSL;381
PSOL;299751
PSTU;74137
PT;10001555
PT do B;4752
PTB;1142414
PTC;12022
PTN;736
PV;270973
