DEM;2593698
PC do B;68248
PCB;22587
PDT;321559
PHS;78710
PMDB;2109388
PMN;188591
PP;770033
PPS;95482
PR;755551
PRB;129515
PRP;26505
PRTB;93925
PSB;56886
PSC;110920
PSDB;3913402
PSDC;1071
PSL;68575
PSOL;91274
PSTU;9513
PT;1378272
PT do B;85630
PTB;467441
PTC;7826
PTN;62419
PV;24355
