DEM;140549
PC do B;7377
PDT;54244
PHS;3161
PMDB;658217
PMN;2933
PP;58057
PPS;112067
PR;931206
PRB;12144
PRP;6275
PRTB;2576
PSB;83646
PSC;22744
PSDB;445527
PSDC;2089
PSL;3016
PT;417947
PT do B;2275
PTB;28506
PTC;2320
PTN;683
PV;30015
