DEM;2833351
PC do B;8590316
PCB;0
PCO;20465
PDT;1761118
PHS;47917
PMDB;1479175
PMN;183399
PP;3028188
PPS;1572074
PR;2368078
PRB;472703
PRP;87094
PRTB;20587
PSB;3875618
PSC;1543737
PSDB;30152194
PSDC;47866
PSL;643382
PSOL;732835
PSTU;145151
PT;23405289
PT do B;77710
PTB;5451929
PTC;437651
PTN;103622
PV;7756411
