DEM;662032
PC do B;33851
PCB;0
PCO;0
PDT;1169397
PHS;63445
PMDB;167147
PMN;155078
PP;31306
PPS;77910
PR;231798
PRB;50148
PRP;44434
PRTB;34432
PSB;796525
PSC;991813
PSDB;98544
PSDC;9347
PSL;71853
PSOL;263304
PSTU;8132
PT;1228694
PT do B;70701
PTB;136838
PTC;29944
PTN;22736
PV;223862
