DEM;1057720
PC do B;1956675
PCB;32323
PCO;2788
PDT;1006317
PHS;622075
PMDB;5445932
PMN;394787
PP;1023190
PPS;5865612
PR;997477
PRB;205550
PRP;114359
PRTB;210261
PSB;448827
PSC;520195
PSDB;16490682
PSDC;45586
PSL;623401
PSOL;153580
PSTU;56432
PT;7502567
PT do B;416338
PTB;891668
PTC;470271
PTN;107481
PV;1310774
