DEM;13321
PC do B;180981
PDT;12005
PHS;255
PMDB;185324
PMN;224848
PP;60174
PPS;14791
PR;10245
PRB;5420
PRP;15268
PRTB;5921
PSB;22181
PSC;24176
PSDB;252495
PSDC;21294
PSL;6378
PSOL;370
PT;505159
PT do B;4140
PTB;6580
PTC;7419
PTN;5176
PV;29432
