DEM;824934
PC do B;148880
PDT;127677
PHS;2454
PMDB;572614
PMN;10031
PP;858399
PPS;25681
PR;2961
PRB;19002
PRP;1709
PRTB;2129
PSB;1127769
PSC;438449
PSDB;703178
PSDC;3314
PSL;35975
PSOL;4582
PSTU;4085
PT;1929590
PT do B;35840
PTB;684835
PTC;26165
PTN;1427
PV;50762
