DEM;962837
PC do B;24474
PCB;13988
PDT;130764
PHS;1696
PMDB;186305
PMN;3158
PP;34470
PPS;103421
PR;99727
PRB;80204
PRP;3183
PRTB;30599
PSB;680410
PSC;840783
PSDB;388114
PSDC;16495
PSL;81947
PSOL;19880
PSTU;16546
PT;876568
PT do B;62007
PTB;4261
PTC;46249
PTN;0
PV;71279
