DEM;2180852
PC do B;93316
PCB;5269
PDT;218503
PHS;58676
PMDB;1515443
PMN;363234
PP;17708
PPS;49623
PR;384758
PRB;24265
PRP;1511
PRTB;0
PSB;1648173
PSC;211
PSDB;159903
PSDC;75106
PSL;762
PSOL;26979
PSTU;0
PT;535129
PTB;54548
PTC;5057
PTN;0
PV;201453
