DEM;112315
PC do B;148860
PCB;8954
PDT;522768
PHS;3433
PMDB;1178415
PMN;110503
PP;996707
PPS;208549
PR;59171
PRB;27106
PRP;1073
PRTB;117194
PSB;144888
PSC;57382
PSDB;1018461
PSDC;942
PSL;16398
PSOL;460192
PT;207561
PT do B;202768
PTB;818727
PTC;689
PTN;36379
PV;16894
