DEM;4413825
PC do B;711531
PCB;5374
PDT;823845
PHS;67095
PMDB;2232049
PMN;83788
PP;1046426
PPS;96215
PR;2193776
PRB;402637
PRP;291676
PRTB;20872
PSB;3724848
PSC;552024
PSDB;579107
PSDC;16163
PSL;142175
PSOL;116290
PSTU;14236
PT;10318067
PT do B;128684
PTB;1027210
PTC;85362
PTN;227397
PV;718907
