DEM;397544
PC do B;1252350
PCB;26539
PDT;894162
PHS;56904
PMDB;5797479
PMN;101512
PP;249202
PPS;139198
PR;201358
PRB;211461
PRP;17096
PRTB;26287
PSB;1013039
PSC;141664
PSDB;1630665
PSL;194376
PSOL;36684
PSTU;60414
PT;377937
PT do B;187122
PTB;173945
PTC;164515
PTN;3506
PV;477951
